method,family,resident_kv_heads_r,sequence_length,trial,generated_token_position,phase,token_id,wall_ms,cuda_ms,h2d_event_ms
stagekv_cross_layer_r2,cross_layer,2,4096,3,19,decode_steady,15,2100.2156757749617,2100.197265625,0.0
stagekv_cross_layer_r2,cross_layer,2,4096,3,20,decode_steady,4,1900.4223281517625,1900.40576171875,0.0
stagekv_cross_layer_r2,cross_layer,2,4096,3,21,decode_steady,220,1703.9332818239927,1703.90625,0.0
stagekv_cross_layer_r2,cross_layer,2,4096,3,22,decode_steady,16,1496.7722757719457,1496.75830078125,0.0
stagekv_cross_layer_r2,cross_layer,2,4096,3,23,decode_steady,15,1500.5941791459918,1500.579833984375,0.0
stagekv_cross_layer_r2,cross_layer,2,4096,3,24,decode_steady,15,1806.456895545125,1806.43212890625,0.0
stagekv_cross_layer_r2,cross_layer,2,4096,3,25,decode_steady,4,1880.026922095567,1880.0111083984375,0.0
stagekv_cross_layer_r2,cross_layer,2,4096,3,26,decode_steady,220,1709.8401729017496,1709.823974609375,0.0
stagekv_cross_layer_r2,cross_layer,2,4096,3,27,decode_steady,16,1703.308570664376,1703.29296875,0.0
stagekv_cross_layer_r2,cross_layer,2,4096,3,28,decode_steady,15,2301.5812626108527,2301.561767578125,0.0
